REG_ANS;Trimestre;Ano;ValorDespesas
324566;2T;2025;39839827.36
325031;2T;2025;40813292.95
325082;2T;2025;4811496.75
325236;2T;2025;44461237.13
325465;2T;2025;17130834.56
325571;2T;2025;502540169.29
326305;2T;2025;10839042884.31
326500;2T;2025;188905557.01
326755;2T;2025;100018909.29
326861;2T;2025;146401884.2
327328;2T;2025;570319.42
327352;2T;2025;13753417.87
327417;2T;2025;123601124.74
327468;2T;2025;11773260.33
327557;2T;2025;52754149.64
327638;2T;2025;8717715.04
327689;2T;2025;505372770.2
328294;2T;2025;49881926.88
328308;2T;2025;21577507.37
328375;2T;2025;13139705.05
328537;2T;2025;76296850.6
329339;2T;2025;152730545.52
329355;2T;2025;24071189.44
329665;2T;2025;13533926.38
329886;2T;2025;49745661.55
330108;2T;2025;56039804.92
330116;2T;2025;22438406.43
330264;2T;2025;57746445.34
330281;2T;2025;23581922.7
330566;2T;2025;56167832.77
330809;2T;2025;48511071.58
330892;2T;2025;10680523.01
331104;2T;2025;1400434.54
331317;2T;2025;155878676.5
331341;2T;2025;111525315.5
331651;2T;2025;39744795.74
331872;2T;2025;321175784.98
331988;2T;2025;225444017.49
333051;2T;2025;122189741.77
333239;2T;2025;628262.89
333662;2T;2025;86851998.62
333689;2T;2025;0
333808;2T;2025;28263780.19
333867;2T;2025;7004477.57
333875;2T;2025;26140192.96
334154;2T;2025;40892509.19
334243;2T;2025;3482190.35
334511;2T;2025;0
334561;2T;2025;348316913.49
334847;2T;2025;8264181.79
335100;2T;2025;625659693.57
335215;2T;2025;67688771.51
335258;2T;2025;10939318.11
335479;2T;2025;202880823.22
335517;2T;2025;39646106.14
335541;2T;2025;33327157.46
335592;2T;2025;563817103.22
335614;2T;2025;737351163.02
335657;2T;2025;14193274.38
335690;2T;2025;1549840122.49
335754;2T;2025;53608417.99
335789;2T;2025;11800819.33
336017;2T;2025;2058285.03
336106;2T;2025;171855305.63
336467;2T;2025;7594121.52
336831;2T;2025;66189401.96
336858;2T;2025;45085886.25
337188;2T;2025;147496588.81
337374;2T;2025;139606377.69
337498;2T;2025;33431300.64
337561;2T;2025;8262596.31
337668;2T;2025;272628853.68
337871;2T;2025;97869421.37
338346;2T;2025;37010167.36
338648;2T;2025;85910621.07
339458;2T;2025;2274998.2
339679;2T;2025;3240599961.22
339954;2T;2025;328527767.11
340162;2T;2025;2684814.87
340251;2T;2025;36737829.18
340782;2T;2025;372255298.5
340952;2T;2025;216671375.25
341819;2T;2025;67110.06
341941;2T;2025;8694164.83
342033;2T;2025;375217829.23
342084;2T;2025;657586799.13
342131;2T;2025;15910491.97
342157;2T;2025;6574826.09
342203;2T;2025;9153189.58
342343;2T;2025;22301747.8
342386;2T;2025;18238358.18
342556;2T;2025;117755338.54
342611;2T;2025;58774072.53
342807;2T;2025;82417843.63
342955;2T;2025;1956558.78
343056;2T;2025;2105135.22
343064;2T;2025;44243420.53
343129;2T;2025;14133027.3
343153;2T;2025;6327361.75
343269;2T;2025;498513834.93
343331;2T;2025;40504220.9
343404;2T;2025;958045.74
343463;2T;2025;37284865.07
343676;2T;2025;30653315.03
343684;2T;2025;26844963.25
343722;2T;2025;7304836.12
343731;2T;2025;447561043.68
343765;2T;2025;14502441.47
343889;2T;2025;2743987638.56
344141;2T;2025;1975069.55
344184;2T;2025;2351240.59
344362;2T;2025;97444857.47
344397;2T;2025;186479131.93
344451;2T;2025;10112122.83
344729;2T;2025;71765195.48
344788;2T;2025;6746839.32
344800;2T;2025;154330703.92
344885;2T;2025;705936059.72
344915;2T;2025;1906361.44
345091;2T;2025;32952071.76
345318;2T;2025;9705056.93
345458;2T;2025;32854366.97
345598;2T;2025;110436018.94
345709;2T;2025;61072346.01
345741;2T;2025;1788598.6
345776;2T;2025;28380794.05
346004;2T;2025;9713997.21
346209;2T;2025;58813712.55
346276;2T;2025;141703044.4
346659;2T;2025;3836944482.05
346926;2T;2025;669999806.91
346951;2T;2025;32761897.47
347108;2T;2025;25411657.05
347507;2T;2025;104924529.26
347604;2T;2025;4443066.6
347655;2T;2025;56410643.92
347736;2T;2025;18386511
347795;2T;2025;2929651.58
347825;2T;2025;5200972.67
348082;2T;2025;132312800.95
348180;2T;2025;194996159.54
348244;2T;2025;46575840.02
348261;2T;2025;23801599.69
348295;2T;2025;554779174.45
348520;2T;2025;463184706.76
348830;2T;2025;113681799.6
349534;2T;2025;60783309.08
349682;2T;2025;162581764.58
349712;2T;2025;164057710.16
350141;2T;2025;691894411.29
350249;2T;2025;155659028.21
350346;2T;2025;10279336.42
350371;2T;2025;120096501.75
350494;2T;2025;41954394.23
350648;2T;2025;16736802.08
350699;2T;2025;61336936.88
350770;2T;2025;2332716.4
351202;2T;2025;398218212.97
351270;2T;2025;17572258.72
351407;2T;2025;59271435.7
351776;2T;2025;14807695.92
351792;2T;2025;135421.33
352179;2T;2025;41031301.71
352314;2T;2025;42490140.73
352331;2T;2025;568147529.45
352501;2T;2025;1793319563.96
352519;2T;2025;8253237.64
352543;2T;2025;76772104.52
352586;2T;2025;31347686
352683;2T;2025;126164827
353027;2T;2025;34321821.64
353060;2T;2025;121043963.68
353264;2T;2025;12387997.38
353353;2T;2025;280163653.3
353663;2T;2025;201701701.87
353698;2T;2025;9154788.9
353876;2T;2025;19503596.98
354031;2T;2025;252463291.44
354066;2T;2025;187842398.08
354279;2T;2025;39358062.08
354295;2T;2025;118438971.85
354325;2T;2025;38790625.92
354511;2T;2025;76682468.88
354562;2T;2025;99444680.36
354619;2T;2025;17010267.8
354627;2T;2025;24641486.35
354678;2T;2025;8163449.28
354783;2T;2025;172182021.89
354996;2T;2025;15856479.89
355097;2T;2025;447034164.11
355151;2T;2025;169140759.33
355577;2T;2025;34241391.59
355593;2T;2025;24660019.89
355691;2T;2025;297333432.24
355721;2T;2025;424086492.19
356123;2T;2025;74675062.89
356417;2T;2025;208412623.73
356476;2T;2025;63668928.53
356581;2T;2025;28495124.67
357022;2T;2025;42811766.22
357138;2T;2025;74632588.33
357260;2T;2025;99267795.01
357391;2T;2025;925283690.71
357511;2T;2025;499674603.46
357669;2T;2025;9749995.7
357715;2T;2025;19859327.66
358053;2T;2025;52671288.44
358088;2T;2025;117992153.24
358096;2T;2025;46823265.49
358282;2T;2025;17667871.55
358339;2T;2025;3034540.97
358436;2T;2025;9089338.97
358754;2T;2025;30948585.95
359017;2T;2025;5088413413.39
359033;2T;2025;18344277.53
359122;2T;2025;47848243.98
359289;2T;2025;84438118.82
359661;2T;2025;1182156279.04
359777;2T;2025;121044689.68
360244;2T;2025;140666778.13
360414;2T;2025;31639993.46
360449;2T;2025;593578726.41
360783;2T;2025;6135987.2
361011;2T;2025;276077474.46
361461;2T;2025;39091853.55
361569;2T;2025;7189599.99
361593;2T;2025;5917346.12
361615;2T;2025;54001169.81
361941;2T;2025;46417970.85
362140;2T;2025;44396797.03
362573;2T;2025;19381473.61
362832;2T;2025;16690374.25
363189;2T;2025;5027404.53
363286;2T;2025;23321428.86
363391;2T;2025;3361471.76
363855;2T;2025;45247506.51
364070;2T;2025;14274947.07
364312;2T;2025;169798622.11
364584;2T;2025;209169245.17
364592;2T;2025;27675412.43
364860;2T;2025;82650848.94
365238;2T;2025;35584269.34
365530;2T;2025;22474743.9
365645;2T;2025;3344445.7
365777;2T;2025;34503574.49
365785;2T;2025;2288773.59
366064;2T;2025;34863050.55
366340;2T;2025;24812556.04
366439;2T;2025;9249481.51
366561;2T;2025;155367941.54
367087;2T;2025;145430299.19
367095;2T;2025;193003900.93
367397;2T;2025;157118637.65
367613;2T;2025;4843723.01
368148;2T;2025;35103004.51
368253;2T;2025;5321963752.13
368555;2T;2025;13722210.82
368920;2T;2025;43504780.43
369292;2T;2025;185991846.62
369411;2T;2025;78455114.47
369659;2T;2025;254957127.42
370070;2T;2025;248909281.99
370088;2T;2025;30712263.65
370568;2T;2025;3788167.37
370592;2T;2025;8333682.65
370681;2T;2025;90329400.04
370711;2T;2025;2705088.01
370975;2T;2025;26558446.92
371106;2T;2025;102426115.14
371254;2T;2025;384708012.62
371564;2T;2025;17237308.77
371629;2T;2025;92237289.64
371777;2T;2025;62645540.15
372561;2T;2025;39871039.18
372609;2T;2025;116823323.02
373109;2T;2025;1959451.18
374440;2T;2025;17598466.37
378216;2T;2025;30097355.72
379280;2T;2025;105441118.31
379956;2T;2025;1133339313.24
380661;2T;2025;180019223.63
381144;2T;2025;2618186.23
382281;2T;2025;2150032.24
382540;2T;2025;50891781.88
382639;2T;2025;1060725.2
382655;2T;2025;3151023.2
382876;2T;2025;1248207240.21
384577;2T;2025;351335370.27
384704;2T;2025;13330213.24
385255;2T;2025;76470383.97
385620;2T;2025;22555053.29
385697;2T;2025;204966211.2
386588;2T;2025;148862928.44
386596;2T;2025;54324591.2
386901;2T;2025;15752030.06
387185;2T;2025;14269458.03
388092;2T;2025;5542158.64
389358;2T;2025;5109739.03
389854;2T;2025;6396328.07
390259;2T;2025;4160277.75
392804;2T;2025;205387976.53
393321;2T;2025;43905275.41
393533;2T;2025;-3010085.96
394734;2T;2025;37501515.75
395480;2T;2025;37423280.41
397245;2T;2025;554175.16
401081;2T;2025;56984978.57
401480;2T;2025;11300783.49
402001;2T;2025;5315723.99
402206;2T;2025;10864090.34
402966;2T;2025;10535920.47
403962;2T;2025;30691192.81
404241;2T;2025;7846185.33
406481;2T;2025;43589309.96
406554;2T;2025;64488619.52
406635;2T;2025;3991639.35
406805;2T;2025;10833601.19
406813;2T;2025;2009974.72
406937;2T;2025;10724277.58
406945;2T;2025;26430650.24
407011;2T;2025;-548489.69
407224;2T;2025;2476565.63
407534;2T;2025;1223637.54
407569;2T;2025;3421666.04
408026;2T;2025;2616248.02
408034;2T;2025;2052948.83
408093;2T;2025;1599671.16
408263;2T;2025;5071724.85
408522;2T;2025;781012.95
408794;2T;2025;14991126.78
409243;2T;2025;87489264.33
409286;2T;2025;217777.61
409405;2T;2025;1534134.19
409413;2T;2025;6851326.8
409634;2T;2025;4541562.43
409791;2T;2025;2815932.59
410110;2T;2025;13149991.73
410128;2T;2025;21054355.5
410292;2T;2025;35021919.47
410608;2T;2025;7281339.91
410624;2T;2025;4560664.05
410888;2T;2025;14772718.42
411248;2T;2025;2694678.21
411256;2T;2025;236001438.97
411582;2T;2025;28266018.84
411752;2T;2025;105248769.17
411809;2T;2025;5362028.32
411868;2T;2025;3888404.49
412015;2T;2025;1827224.52
412058;2T;2025;15660588.37
412252;2T;2025;13734492.92
412295;2T;2025;33568627.1
412635;2T;2025;9521909.91
412759;2T;2025;15131467.43
412996;2T;2025;4364149.36
413160;2T;2025;23827795.48
413267;2T;2025;1281530.63
413283;2T;2025;2193204.99
413330;2T;2025;18881426.49
413372;2T;2025;9498602.3
413429;2T;2025;9799617.19
413518;2T;2025;10500310.66
413534;2T;2025;452220137.34
413551;2T;2025;441658.4
413721;2T;2025;15386735.25
413747;2T;2025;2010709.24
414026;2T;2025;3480514.33
414212;2T;2025;12261047.37
414310;2T;2025;56105407.02
414352;2T;2025;66826703.71
414387;2T;2025;2868951.25
414492;2T;2025;86997267.79
414573;2T;2025;37735628.89
414581;2T;2025;97183151.35
414654;2T;2025;3145181.67
414662;2T;2025;6895564.36
414689;2T;2025;37997.38
414701;2T;2025;4309167.72
414905;2T;2025;29406426.29
414930;2T;2025;49518559.27
415014;2T;2025;44827462.65
415065;2T;2025;24810142.57
415081;2T;2025;1214887.52
415111;2T;2025;127412449.35
415243;2T;2025;2187146.26
415626;2T;2025;12784281.17
415693;2T;2025;80223469.36
415774;2T;2025;79712426.36
415901;2T;2025;691057.47
415910;2T;2025;1236405.4
415936;2T;2025;21454767.68
415944;2T;2025;68474.5
415987;2T;2025;2540237.68
416398;2T;2025;33487985.95
416401;2T;2025;102657208.46
416428;2T;2025;23661173.02
416495;2T;2025;35075235.14
416525;2T;2025;4837330.83
416568;2T;2025;77840876.32
416584;2T;2025;22439428.38
416690;2T;2025;37941418.35
416738;2T;2025;40907020.72
416801;2T;2025;41748279.49
417106;2T;2025;1153567.62
417131;2T;2025;1155083.28
417211;2T;2025;34430645.96
417220;2T;2025;1259102.52
417297;2T;2025;47886756.99
417424;2T;2025;0
417475;2T;2025;4558960.5
417491;2T;2025;3450053.53
417505;2T;2025;289240007.85
417530;2T;2025;165665956.1
417548;2T;2025;86880823.2
417599;2T;2025;46133390.26
417661;2T;2025;31052008.23
417815;2T;2025;33032512.88
417831;2T;2025;1786930.5
417947;2T;2025;65715242.15
417955;2T;2025;33075323.22
418021;2T;2025;162730437.77
418072;2T;2025;42787.27
418129;2T;2025;3325647.23
418137;2T;2025;12554328.75
418170;2T;2025;178400198.27
418218;2T;2025;1992772.69
418226;2T;2025;5432162.78
418285;2T;2025;0
418374;2T;2025;42927394.24
418501;2T;2025;5963051.24
418587;2T;2025;32541248.16
418617;2T;2025;20791404.01
418650;2T;2025;74095959.55
418731;2T;2025;37137007.88
418749;2T;2025;3225241.59
418803;2T;2025;44800814.61
418820;2T;2025;22459290.15
418919;2T;2025;23324463.11
418994;2T;2025;306660.48
419010;2T;2025;204575307.07
419028;2T;2025;1498193.93
419052;2T;2025;27395787.59
419079;2T;2025;27551.21
419133;2T;2025;0
419141;2T;2025;59162001.33
419150;2T;2025;29187808.12
419249;2T;2025;239853500.42
419257;2T;2025;0
419281;2T;2025;895985.6
419354;2T;2025;-346108.05
419419;2T;2025;18148728.64
419427;2T;2025;30148713.41
419486;2T;2025;27258850.07
419524;2T;2025;575542.67
419567;2T;2025;0
419591;2T;2025;2672342.51
419699;2T;2025;20909502.19
419753;2T;2025;4165347.24
419851;2T;2025;5557124.74
419958;2T;2025;16021061.67
419974;2T;2025;4554929.88
420000;2T;2025;31779237.77
420051;2T;2025;250403.13
420077;2T;2025;145464612.84
420085;2T;2025;9140133.42
420093;2T;2025;2027600.96
420123;2T;2025;4099306.24
420158;2T;2025;51967218.29
420166;2T;2025;89747662.43
420271;2T;2025;8605719.04
420701;2T;2025;16431184.17
420786;2T;2025;13404376.31
420816;2T;2025;1393700.89
420841;2T;2025;-50054.84
420930;2T;2025;694498.78
420981;2T;2025;3395318.81
421006;2T;2025;29923887.01
421146;2T;2025;0
421154;2T;2025;22148368.96
421189;2T;2025;1922492.24
421197;2T;2025;49023885.34
421341;2T;2025;46276691.87
421359;2T;2025;7220908.63
421367;2T;2025;-9276.08
421421;2T;2025;125788780.44
421561;2T;2025;416773.42
421618;2T;2025;2793703.73
421634;2T;2025;2226702.12
421642;2T;2025;44905.01
421707;2T;2025;6286661.14
421715;2T;2025;0
421723;2T;2025;1004405.32
421731;2T;2025;27431837.35
421766;2T;2025;33522782.96
421871;2T;2025;5256018.08
421928;2T;2025;204258531.68
421944;2T;2025;24706430.45
422029;2T;2025;136842248.95
422053;2T;2025;0.17
422070;2T;2025;25914423.11
422088;2T;2025;1395579.77
422134;2T;2025;-1369946.88
422151;2T;2025;8299016.61
422304;2T;2025;3083429.75
422321;2T;2025;30139136.91
422339;2T;2025;183961958.04
422355;2T;2025;1563711.3
422371;2T;2025;16234800.56
422380;2T;2025;4309234.67
422398;2T;2025;45361007.56
422401;2T;2025;0
422479;2T;2025;58020.64
422487;2T;2025;4398249.55
422576;2T;2025;0
422584;2T;2025;11891150.32
422631;2T;2025;43188352.46
422681;2T;2025;42864445.5
422720;2T;2025;133992296.94
422746;2T;2025;1658864.41
422754;2T;2025;183297.47
422762;2T;2025;10363465.64
422771;2T;2025;33226456.49
422827;2T;2025;13504683.72
422835;2T;2025;7638837.46
422941;2T;2025;2840
422959;2T;2025;2523386.55
423017;2T;2025;0
423173;2T;2025;121182324.68
423181;2T;2025;193847.65
423203;2T;2025;1724764.95
423262;2T;2025;184443.88
423319;2T;2025;25515941.1
423335;2T;2025;23568362.8
423351;2T;2025;10500838.28
423432;2T;2025;1758742.07
423441;2T;2025;3726339.74
423548;2T;2025;8827553.17
423564;2T;2025;502591.14
423572;2T;2025;362424.88
423629;2T;2025;7830911.28
423645;2T;2025;46824.57
423661;2T;2025;41628415.2
423700;2T;2025;4188.95
423718;2T;2025;9528289.08
423815;2T;2025;42489.27
423858;2T;2025;0
423912;2T;2025;177539.47
424048;2T;2025;2202235.11
424129;2T;2025;0
424145;2T;2025;0
424161;2T;2025;0
424170;2T;2025;763390.55
424188;2T;2025;1197155075.33
424544;2T;2025;0
