REG_ANS;Trimestre;Ano;ValorDespesas
325571;3T;2025;789562113.14
326305;3T;2025;16520110697.94
326500;3T;2025;285185925.67
326755;3T;2025;157202442.02
326861;3T;2025;217105089.65
327328;3T;2025;929642.14
327352;3T;2025;21903269.05
327417;3T;2025;191973932.28
327468;3T;2025;19151784.17
327557;3T;2025;79020326.76
327638;3T;2025;14158542.98
327689;3T;2025;766086235.58
328294;3T;2025;77193648.87
328308;3T;2025;34212888.61
328375;3T;2025;20579153.67
328537;3T;2025;119609092.34
329339;3T;2025;238043635.1
329355;3T;2025;38481517.96
329665;3T;2025;25494375.89
329886;3T;2025;77936042.79
330108;3T;2025;85965725.17
330116;3T;2025;34497210.01
330264;3T;2025;90221474.88
330281;3T;2025;36049492.27
330566;3T;2025;88769778.33
330809;3T;2025;71684442.83
330892;3T;2025;16823210.52
331104;3T;2025;2153499.99
331317;3T;2025;236682508.02
331341;3T;2025;172182117.04
331651;3T;2025;61566261.06
331872;3T;2025;493505594.06
331988;3T;2025;354556305.35
333051;3T;2025;188363295.87
333239;3T;2025;949872.53
333662;3T;2025;138893757.31
333689;3T;2025;0
333808;3T;2025;44742792.62
333867;3T;2025;10391658.52
333875;3T;2025;40177959.53
334154;3T;2025;63428134.28
334243;3T;2025;5482338.74
334511;3T;2025;0
334561;3T;2025;547591438.53
334847;3T;2025;13782818.25
335100;3T;2025;979689796.82
335215;3T;2025;106282788.27
335258;3T;2025;17130658.61
335479;3T;2025;301736996.64
335517;3T;2025;63938499.39
335541;3T;2025;45585846.42
335592;3T;2025;864354593.27
335614;3T;2025;1213177893.18
335657;3T;2025;21929768.18
335690;3T;2025;2385322130.07
335754;3T;2025;83442675.51
335789;3T;2025;18221573.61
336017;3T;2025;3263301
336106;3T;2025;265500541.94
336467;3T;2025;12543297.48
336831;3T;2025;104590366.1
336858;3T;2025;72329783.97
337188;3T;2025;223963804.52
337374;3T;2025;219635810.34
337498;3T;2025;51420796.61
337561;3T;2025;12953599.93
337668;3T;2025;405431554.69
337871;3T;2025;148817003.55
338346;3T;2025;57226041.34
338648;3T;2025;132672755.59
339458;3T;2025;3447719.47
339679;3T;2025;4879495499.11
339954;3T;2025;518424666.68
340162;3T;2025;2499403.42
340251;3T;2025;54798908.65
340782;3T;2025;557379598.59
340952;3T;2025;331413023.93
341819;3T;2025;96817.14
341941;3T;2025;12639124.29
342033;3T;2025;583437192.72
342084;3T;2025;995100758.85
342131;3T;2025;33271766.77
342157;3T;2025;10444381.76
342203;3T;2025;14226198.53
342343;3T;2025;33268176.52
342386;3T;2025;29408220.89
342556;3T;2025;188117731.42
342611;3T;2025;96336249.93
342807;3T;2025;131521805.88
342955;3T;2025;3054185.52
343056;3T;2025;3342922.31
343064;3T;2025;66102333.91
343129;3T;2025;22051865.38
343153;3T;2025;9013214.17
343269;3T;2025;773795295.8
343331;3T;2025;61248746.56
343404;3T;2025;1459835.2
343463;3T;2025;58605961.72
343676;3T;2025;47126791.54
343684;3T;2025;42695223.99
343722;3T;2025;11410079.31
343731;3T;2025;715508786.35
343765;3T;2025;22115699.11
343889;3T;2025;4280319036.36
344141;3T;2025;3060663.52
344184;3T;2025;3279364.79
344362;3T;2025;146384165.34
344397;3T;2025;274945565.74
344451;3T;2025;16075893.38
344729;3T;2025;107840044.25
344788;3T;2025;10722319.18
344800;3T;2025;230068808.69
344885;3T;2025;1103898898.42
344915;3T;2025;2802710.63
345091;3T;2025;50316354.72
345318;3T;2025;14734120.11
345458;3T;2025;51636180.86
345598;3T;2025;175420552.71
345709;3T;2025;97278926.36
345741;3T;2025;1856157.66
345776;3T;2025;42009205.62
346004;3T;2025;15085246.81
346209;3T;2025;86736471.66
346276;3T;2025;216698386.76
346659;3T;2025;5933317383.63
346926;3T;2025;1012203667.64
346951;3T;2025;51066206.31
347108;3T;2025;40244154.64
347507;3T;2025;165412888.14
347604;3T;2025;6933909.5
347655;3T;2025;91689334.22
347736;3T;2025;27744924.06
347795;3T;2025;4489685.47
347825;3T;2025;8036653.96
348082;3T;2025;201447754.37
348180;3T;2025;286564805.93
348244;3T;2025;73333330.05
348261;3T;2025;36696490.05
348295;3T;2025;862959211.14
348520;3T;2025;702951195.6
348830;3T;2025;168066113.01
349682;3T;2025;258649691.57
349712;3T;2025;254777293.13
350141;3T;2025;1069577610.78
350249;3T;2025;232085912.53
350346;3T;2025;15998625.69
350371;3T;2025;182974550.94
350494;3T;2025;65299890.58
350648;3T;2025;26327135.45
350699;3T;2025;94794780.13
350770;3T;2025;3574500.04
351202;3T;2025;615005472.58
351270;3T;2025;27363816.27
351407;3T;2025;92030028.16
351776;3T;2025;21770578.56
352179;3T;2025;65193145.45
352314;3T;2025;67881344.81
352331;3T;2025;896361882.13
352501;3T;2025;2807140036.21
352519;3T;2025;11781113.06
352543;3T;2025;138144254.16
352586;3T;2025;49722979.2
352683;3T;2025;197136701.3
353027;3T;2025;51426626.35
353060;3T;2025;188423146.25
353264;3T;2025;18863813.92
353353;3T;2025;434144478.89
353663;3T;2025;318588778.77
353698;3T;2025;14714439.92
353876;3T;2025;29040868.69
354031;3T;2025;388222646.03
354066;3T;2025;290170797.59
354279;3T;2025;57950655.55
354295;3T;2025;186476790.48
354325;3T;2025;61465279.37
354511;3T;2025;117645144.65
354562;3T;2025;161372210.63
354619;3T;2025;26496738.32
354627;3T;2025;38714962.51
354678;3T;2025;13125764.23
354783;3T;2025;266175357.23
354996;3T;2025;24689552.66
355097;3T;2025;662366558.64
355151;3T;2025;256078391.66
355577;3T;2025;54301537.18
355593;3T;2025;39978083
355691;3T;2025;465709974.66
355721;3T;2025;657186831.91
356123;3T;2025;119177722.54
356417;3T;2025;323561866.82
356476;3T;2025;99969811.19
356581;3T;2025;43700437.67
357022;3T;2025;63540138
357138;3T;2025;116433037.04
357260;3T;2025;150897358.14
357391;3T;2025;1459999048.2
357511;3T;2025;763390244.45
357669;3T;2025;14572073.87
357715;3T;2025;31370774.91
358053;3T;2025;114283799.48
358088;3T;2025;178139515.22
358096;3T;2025;70897606.69
358282;3T;2025;28295615.51
358339;3T;2025;4554328.88
358436;3T;2025;14106490.72
358754;3T;2025;38396409.56
359017;3T;2025;7761739658.56
359033;3T;2025;30727904.74
359122;3T;2025;73888738.05
359661;3T;2025;1859257411.31
359777;3T;2025;187275247.3
360244;3T;2025;212572129.27
360414;3T;2025;47523235.92
360449;3T;2025;933735045.07
360783;3T;2025;10091479.91
361011;3T;2025;417413566.52
361461;3T;2025;60862057.42
361569;3T;2025;10568814.3
361593;3T;2025;9278320.41
361615;3T;2025;82449193.43
361941;3T;2025;68297194.78
362140;3T;2025;68025380.83
362573;3T;2025;31340604.67
362832;3T;2025;27793332.2
363189;3T;2025;7523037.02
363286;3T;2025;36027061.68
363391;3T;2025;5007333.9
363855;3T;2025;71260053.41
364070;3T;2025;21611615.58
364312;3T;2025;262206415.06
364584;3T;2025;319674532.96
364592;3T;2025;39231177.62
364860;3T;2025;132279478.68
365238;3T;2025;53197957.77
365530;3T;2025;35182259.23
365645;3T;2025;4147627.69
365777;3T;2025;56734977.9
365785;3T;2025;3540336.53
366064;3T;2025;54061586.04
366340;3T;2025;37667682.48
366439;3T;2025;16242543.19
366561;3T;2025;230817392.01
367087;3T;2025;227670425.26
367095;3T;2025;291735114.05
367397;3T;2025;242362198.57
367613;3T;2025;7269409.53
368148;3T;2025;52945778.15
368253;3T;2025;7758438096.48
368555;3T;2025;21447924.52
368920;3T;2025;69458429.67
369292;3T;2025;282111797.35
369411;3T;2025;121509445.38
369659;3T;2025;397428664.8
370070;3T;2025;386181669.87
370088;3T;2025;47084385.93
370568;3T;2025;6060637.8
370592;3T;2025;12807026.87
370681;3T;2025;136490019.79
370711;3T;2025;4250320.34
370975;3T;2025;39065238.89
371106;3T;2025;162989562.81
371254;3T;2025;603653817.53
371564;3T;2025;25422787.71
371629;3T;2025;144449482.02
371777;3T;2025;101656205.03
372561;3T;2025;61585604.35
372609;3T;2025;177981572.23
373109;3T;2025;3123590.18
374440;3T;2025;26035595.41
378216;3T;2025;46491568.89
379280;3T;2025;163211235.46
379956;3T;2025;1779106041.96
380661;3T;2025;241725766.71
381144;3T;2025;4240096.24
382281;3T;2025;3713102.88
382540;3T;2025;80824158.13
382639;3T;2025;1793692.4
382655;3T;2025;5105725.11
382876;3T;2025;1875431459.94
384577;3T;2025;528228306.55
384704;3T;2025;21377285.41
385255;3T;2025;118389420.66
385620;3T;2025;33809968.08
385697;3T;2025;318950999.37
386588;3T;2025;229406650.27
386596;3T;2025;85369517.26
386901;3T;2025;27048782.85
387185;3T;2025;20009984.42
388092;3T;2025;9574322.28
389358;3T;2025;15283596.29
389854;3T;2025;9720477.08
390259;3T;2025;6286214.89
392804;3T;2025;310615943.07
393533;3T;2025;0
394734;3T;2025;54739285.7
395480;3T;2025;55371055.85
397245;3T;2025;825783.87
401081;3T;2025;84540282.47
401480;3T;2025;17465204.38
402001;3T;2025;7951592.6
402206;3T;2025;17120162.81
402966;3T;2025;14254727.79
403962;3T;2025;46627267.3
404241;3T;2025;11900423.79
406481;3T;2025;66926139.62
406554;3T;2025;107815721.09
406635;3T;2025;6186434.73
406805;3T;2025;17847734.37
406813;3T;2025;3105866.87
406937;3T;2025;16943984.15
406945;3T;2025;39924860.79
407011;3T;2025;2607537.21
407224;3T;2025;3867936.43
407534;3T;2025;2049742.37
407569;3T;2025;5078171.33
408026;3T;2025;4135114.55
408034;3T;2025;2951436.44
408093;3T;2025;3621592.46
408263;3T;2025;7845656.88
408522;3T;2025;997622.63
408794;3T;2025;23556806.29
409243;3T;2025;136312569.09
409286;3T;2025;365537.8
409405;3T;2025;2393474.47
409413;3T;2025;10347010.62
409634;3T;2025;6639891.78
409791;3T;2025;4288318.27
410110;3T;2025;19252669.63
410128;3T;2025;32595645.69
410292;3T;2025;56864346.84
410608;3T;2025;11350210.14
410624;3T;2025;7185229.14
410888;3T;2025;23680208.32
411248;3T;2025;4063880.58
411256;3T;2025;360223380.77
411582;3T;2025;43380301.26
411752;3T;2025;145515020.26
411809;3T;2025;8508029.61
411868;3T;2025;6868971.96
412015;3T;2025;3101392.74
412058;3T;2025;23346103.38
412252;3T;2025;20458473.34
412295;3T;2025;48791665.88
412635;3T;2025;12879584.55
412759;3T;2025;25519374.15
412996;3T;2025;6561049.01
413160;3T;2025;38372032.59
413267;3T;2025;1967494.74
413283;3T;2025;3720789.1
413330;3T;2025;28423070.96
413372;3T;2025;15233340.95
413429;3T;2025;14680517.09
413518;3T;2025;16190446.15
413534;3T;2025;684633022.22
413551;3T;2025;645496.62
413721;3T;2025;24058481.4
413747;3T;2025;3003964.17
414026;3T;2025;4963282.52
414212;3T;2025;18600082.65
414310;3T;2025;88520000.22
414352;3T;2025;101772578.34
414387;3T;2025;4475875.23
414492;3T;2025;139540863.07
414573;3T;2025;57747130.19
414581;3T;2025;146566920.35
414654;3T;2025;4822198.62
414662;3T;2025;10842645
414689;3T;2025;93261.5
414701;3T;2025;6581015.27
414905;3T;2025;45011721.09
414930;3T;2025;76881173.15
415014;3T;2025;60708665.49
415065;3T;2025;39930445.13
415081;3T;2025;2128582.21
415111;3T;2025;190157817.72
415243;3T;2025;3449971.84
415626;3T;2025;20649307.54
415693;3T;2025;121197697.22
415774;3T;2025;122058146.56
415901;3T;2025;1003844.53
415910;3T;2025;1842852.61
415936;3T;2025;33870101.17
415944;3T;2025;117684.33
415987;3T;2025;3987980.35
416398;3T;2025;52513648.65
416401;3T;2025;159653091.64
416410;3T;2025;56469.49
416428;3T;2025;26919092.09
416495;3T;2025;53509624.9
416525;3T;2025;7104349.5
416568;3T;2025;118761179.32
416584;3T;2025;34485466.6
416690;3T;2025;60727066.44
416738;3T;2025;64133260.6
416801;3T;2025;67040518.67
417106;3T;2025;1845486.19
417131;3T;2025;1741035.88
417211;3T;2025;53984001.84
417220;3T;2025;1990219.6
417297;3T;2025;72821738.94
417424;3T;2025;0
417475;3T;2025;6949073.09
417491;3T;2025;9886543.09
417505;3T;2025;418903169.71
417530;3T;2025;255869630.28
417548;3T;2025;135887359.6
417599;3T;2025;67810657.23
417661;3T;2025;49163683.53
417815;3T;2025;49586350.2
417831;3T;2025;2861907.62
417840;3T;2025;1858605.97
417947;3T;2025;98194437.41
417955;3T;2025;54269827.41
418021;3T;2025;237115667.66
418072;3T;2025;-81099.7
418129;3T;2025;6008312.62
418137;3T;2025;19386751.3
418170;3T;2025;268808689.39
418218;3T;2025;3661818.59
418226;3T;2025;9020463.39
418285;3T;2025;0
418374;3T;2025;69703213.56
418501;3T;2025;9672460.16
418587;3T;2025;50010920.94
418617;3T;2025;31718909.87
418650;3T;2025;120503553.87
418731;3T;2025;58072682.95
418749;3T;2025;4900428.37
418803;3T;2025;68505495.58
418820;3T;2025;38246527.28
418919;3T;2025;37545480.27
418994;3T;2025;478543.31
419010;3T;2025;325470913.48
419028;3T;2025;2384196.45
419052;3T;2025;44395876.9
419079;3T;2025;33781.05
419133;3T;2025;0
419141;3T;2025;92080649.45
419150;3T;2025;49659146.2
419249;3T;2025;373122903.03
419257;3T;2025;0
419281;3T;2025;1253390.84
419354;3T;2025;-650363.83
419419;3T;2025;28396277.67
419427;3T;2025;52966648
419486;3T;2025;43617498.39
419516;3T;2025;22577743.58
419524;3T;2025;869935.51
419567;3T;2025;0
419591;3T;2025;4566553.13
419699;3T;2025;29946522.91
419753;3T;2025;6190499.94
419851;3T;2025;8522173.47
419958;3T;2025;24534878.52
419974;3T;2025;7158334.84
420000;3T;2025;48437458.9
420077;3T;2025;226608243.97
420085;3T;2025;14564781.09
420093;3T;2025;3267960.1
420123;3T;2025;6426167.13
420158;3T;2025;84512872.23
420166;3T;2025;134232308.87
420271;3T;2025;13415598.62
420701;3T;2025;27662722.82
420786;3T;2025;20435088.44
420816;3T;2025;2099745.5
420841;3T;2025;-390269.16
420930;3T;2025;694498.78
420981;3T;2025;5387168.17
421006;3T;2025;44913641.87
421146;3T;2025;0
421154;3T;2025;40517696.7
421189;3T;2025;3065643.56
421197;3T;2025;75006630.9
421341;3T;2025;71107293.62
421359;3T;2025;12024314.37
421367;3T;2025;0
421421;3T;2025;189193948.95
421561;3T;2025;611619.34
421618;3T;2025;4013116.69
421634;3T;2025;3595069.69
421642;3T;2025;756463.52
421715;3T;2025;0
421723;3T;2025;1722966.08
421731;3T;2025;61167461.29
421766;3T;2025;57858804.19
421871;3T;2025;7817305.87
421928;3T;2025;350509294.33
421944;3T;2025;40651897.45
422029;3T;2025;217269796.46
422053;3T;2025;0.17
422070;3T;2025;46688913.46
422088;3T;2025;2485439.08
422134;3T;2025;-2056974.22
422151;3T;2025;14541059.27
422304;3T;2025;5068751.25
422321;3T;2025;49963243.52
422339;3T;2025;299940659.04
422355;3T;2025;2262236.46
422371;3T;2025;27807812.53
422398;3T;2025;66717064.62
422401;3T;2025;0
422479;3T;2025;102584.8
422487;3T;2025;7198961.15
422576;3T;2025;0
422584;3T;2025;21047177.99
422631;3T;2025;33191605.67
422681;3T;2025;58963369.22
422720;3T;2025;197445078.81
422746;3T;2025;2858933.71
422754;3T;2025;548509.12
422762;3T;2025;16601349.03
422771;3T;2025;57822769.66
422827;3T;2025;21675766.53
422835;3T;2025;12199345.8
422941;3T;2025;2840
422959;3T;2025;3777397.11
423173;3T;2025;149697440
423181;3T;2025;205684.38
423203;3T;2025;2751278.58
423262;3T;2025;197306.18
423319;3T;2025;39800415.29
423335;3T;2025;40609005.87
423351;3T;2025;15808784.23
423408;3T;2025;327538.66
423432;3T;2025;2026350.15
423441;3T;2025;7171650.97
423548;3T;2025;8827553.17
423564;3T;2025;913832.35
423572;3T;2025;1558567.99
423629;3T;2025;13396673.71
423645;3T;2025;346302.82
423661;3T;2025;67955530.72
423700;3T;2025;87264.22
423718;3T;2025;6478653.45
423815;3T;2025;84655.74
423858;3T;2025;0
423912;3T;2025;392745.75
424048;3T;2025;4489517.21
424129;3T;2025;0
424145;3T;2025;0
424161;3T;2025;0
424170;3T;2025;1770977.42
424188;3T;2025;1800511827.15
424463;3T;2025;40578.82
424501;3T;2025;0
424528;3T;2025;0
424544;3T;2025;0
